구분,항목,단위,2014.01 월,2014.02 월,2014.03 월,2014.04 월,2014.05 월,2014.06 월,2014.07 월,2014.08 월,2014.09 월,2014.10 월,2014.11 월,2014.12 월,2015.01 월,2015.02 월,2015.03 월,2015.04 월,2015.05 월,2015.06 월,2015.07 월,2015.08 월,2015.09 월,2015.10 월,2015.11 월,2015.12 월,2016.01 월,2016.02 월,2016.03 월,2016.04 월,2016.05 월,2016.06 월,2016.07 월,2016.08 월,2016.09 월,2016.10 월,2016.11 월,2016.12 월,2017.01 월,2017.02 월,2017.03 월,2017.04 월,2017.05 월,2017.06 월,2017.07 월,2017.08 월,2017.09 월,2017.10 월,2017.11 월,2017.12 월,2018.01 월,2018.02 월,2018.03 월,2018.04 월,2018.05 월,2018.06 월,2018.07 월,2018.08 월,2018.09 월,2018.10 월,2018.11 월,2018.12 월,2019.01 월,2019.02 월,2019.03 월,2019.04 월,2019.05 월,2019.06 월,2019.07 월,2019.08 월,2019.09 월,2019.10 월,2019.11 월,2019.12 월,2020.01 월,2020.02 월,2020.03 월,2020.04 월,2020.05 월,2020.06 월,2020.07 월,2020.08 월,2020.09 월,2020.10 월,2020.11 월,2020.12 월,2021.01 월,2021.02 월,2021.03 월,2021.04 월,2021.05 월,2021.06 월,2021.07 월,2021.08 월,2021.09 월,2021.10 월,2021.11 월,2021.12 월,2022.01 월,2022.02 월,2022.03 월,2022.04 월,2022.05 월,2022.06 월,2022.07 월,2022.08 월,2022.09 월,2022.10 월,2022.11 월,2022.12 월,2023.01 월,2023.02 월,2023.03 월,2023.04 월,2023.05 월,2023.06 월,2023.07 월,2023.08 월,2023.09 월,2023.10 월,2023.11 월,2023.12 월,Unnamed: 123
광양,월평균,,.022,0.03,0.035,0.04,0.046,0.035,0.026,0.024,0.029,0.027,.021,.02,0.02,0.027,.031,.036,0.036,0.026,.022,0.023,.036,.034,.023,.019,.025,.031,.033,.038,.043,.031,.023,.032,.027,.025,.024,.02,.013,0.028,0.017,0.044,0.041,0.038,.023,.027,.033,.027,.023,.022,.022,0.028*,0.034*,0.036*,.036,.035,0.023,.025,.027,0.024*,0.019*,0.019*,0.022*,.03,0.043,.04,0.05,.045,.031,.03,0.028,.03,.026,.023,.025,.03,.034,.042,.036,.037,.027,.022,.033,.032,.023,.021,.024,.03,.032,.04,.039,.038,.025,0.027*,0.031*,0.028*,0.027*,0.023*,.025,.036,.036,.037,.044,.03,.029,.021,.03,.031,.027,.024,0.025,.0291,.0371,.0387,.0374,.0381,.0224,.0266,.0274,.0327,.0274,.0271,
순천,월평균,,.022,0.028,0.034,0.04,0.043,0.033,0.026,0.024,0.026,0.022,.02,.019,0.02,0.026,.029,.032,0.04,0.032,.027,0.03,.032,.032,.021,.019,.026,.032,.034,.036,.042,.035,.024,.036,.029,.025,.023,.022,.015,0.035,0.018,0.049,0.049,0.047,.031,.034,.041,0.032*,0.032*,0.030*,.031,.034,.036,.039,.038,.04,0.02,.024,0.030*,.031,.024,.023,.032,.037,0.049,.045,0.059,.049,.036,.034,0.03,.031,.027,.024,.03,.036,.041,.053,.049,.047,.033,.027,.039,0.036*,0.028*,.029,.029,.04,.045,.051,.05,.05,.033,.034,.038,.037,.033,.027,.032,.044,.042,.051,.06,.044,.04,.032,.037,.04,.032,.03,0.0311,.0352,.0466,.0476,.0486,.0493,.0313,.0372,.0334,.0385,.0322,.0297,
목포,월평균,,.024,0.031,0.035,0.043,0.052,0.045,0.032,0.03,0.036,0.031,.026,.022,0.025,0.033,.034,.041,0.05,0.05,.038,0.036,.042,.041,.026,.022,.026,.032,.039,.047,.058,.047,.033,.036,0.039**,0.031**,.023,.023,.017,0.029,0.016,0.034,0.036,0.042,.033,.039,.044,.033,.023,.017,.021,.026,.033,.031,.037,.039,0.023,.027,.033,.032,.022,.019,.021,.025,0.032,.034,0.048,.046,.037,.041,0.035,.033,.027,.021,.025,.024,.029,.036,.043,.043,.032,.025,.044,.04,.03,.023,.024,.032,.04,.046,.045,.05,.032,.035,.037,.035,.028,.024,.028,.036,.037,.04,.048,.038,.038,.032,.039,.037,.031,.025,0.0263,.0329,.0416,.0449,.0454,.0478,.0304,.0349,.0392,.0376,.0314,.0276,
영암,월평균,,.026,0.031,0.036,0.041,0.049,0.045,0.029,0.037,0.045,0.036,0.034*,0.026*,0.026,0.038,.042,.045,0.05,0.054,.037,0.037,.041,.04,.024,.02,.026,.032,.037,.043,.051,.041,.028,.036,.035,.029,.025,.025,.014,0.037,0.014,0.048,0.05,0.049,.03,.039,.042,.029,.023,.021,.025,.032,.037,.042,.043,.043,0.021,.026,.032,.025,.022,.023,.023,.034,0.04,.039,0.054,.044,.031,.034,0.033,.033,.027,.023,.028,.032,.035,.043,.04,.036,.027,.019,.03,.028,.024,.019,.022,.029,0.036**,0.044**,.046,.045,.029,.03,.034,.029,.025,.022,.025,.034,.037,.041,.046,.037,.035,.028,.031,.03,.026,.022,0.0244,.0293,.0383,.042,.0413,.0433,.0268,.0299,.0326,.0301,.0282,.0264,
나주,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.025,.031,.037,.041,.044,.048,0.025,.031,.033,.028,.017,.017,.021,.029,0.037,.036,0.049,.045,.033,.034,0.025,.023,.023,.02,.024,.04,.048,.055,.055,.057,.043,.033,.04,.034,.031,.024,.03,.041,.056,.068,.045,.047,.031,.03,.034,.028,.024,.022,.025,.037,.041,.045,.053,.042,.038,.033,.032,.032,.026,.02,0.0228,.0283,.0387,.0416,.0416,.044,.0287,.0319,.0339,.0301,.0271,.0238,
담양,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.026,.025,.028,.031,.03,.027,0.018,.019,.021,.019,.016,.017,.015,.024,0.028,.028,0.037,.03,.018,.02,0.019,.019,.018,.016,.017,.02,.023,.028,.027,.03,.02,0.013*,.017,0.017**,.018,.015,.017,.02,.025,.029,.028,.03,.019,.019,.02,.018,.016,.021,.025,.035,.037,.042,.046,.03,.029,.028,.029,.028,.025,.021,0.023,.029,.0396,.0389,.0402,.0444,.0293,.0317,.03,.0308,.0256,.0235,
장성,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.027,.028,.032,.038,.039,.045,0.023,.027,.028,.023,.018,.021,.023,.03,0.037,.036,0.047,.038,.031,.029,0.027,.024,.02,.019,.023,.027,.033,.042,.041,.042,.031,.022,.028,.032,.025,.021,.021,.027,.035,.042,.038,.035,.025,.027,.028,.024,.02,.018,.022,.034,.034,.039,.045,.037,.036,.027,.024,.024,.021,.019,0.0217,.0265,.0372,.0389,.0385,.0448,.0271,.0375,.0328,.0285,.0256,.0204,
해남,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.046,.045,0.021,.027,.038,.035,.027,.027,.033,.037,0.046,.045,0.056,.045,.034,.032,0.033,.033,.031,.027,.031,.036,.041,.05,.05,.044,.033,.023,.038,.036,.032,.026,.029,.036,.042,.049,.049,.048,.033,.032,.039,.036,.032,.028,.032,.041,.044,.046,.049,.039,.038,.03,.035,.036,.034,.028,0.0315,.0324,.0404,.0447,.0412,.0404,.0259,.0272,.0317,.0334,.0303,.0289,
영광,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.022,.026,.03,.038,0.049,.049,0.061,.05,.039,.041,0.036,.035,.031,.031,.032,.037,.043,.051,.048,.048,.036,.025,.037,.032,.029,.027,.03,.037,.046,.054,.053,.055,.037,.036,.037,.034,.031,.028,.029,.04,.042,.048,.055,.042,.041,.033,.03,.035,.031,.023,0.0247,.0279,.0402,.0385,.0336,.0505,.0352,.0387,.0386,.0368,.0337,.0309,
장흥,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.031,.038,0.048,.046,0.058,.047,.038,.037,0.036,.035,.031,.028,.033,.039,.044,.051,.043,.044,.035,.024,.036,.036,.032,.027,.029,.039,.046,.053,.052,.055,.04,.04,.047,.033,.03,.024,.029,.039,.041,.046,.053,.039,.037,.031,.035,.035,.033,.028,0.0298,.0346,.0461,.0492,.0485,.0506,.0348,.0388,.0385,.0387,.0337,.0338,
진도,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.032,0.044,.043,0.046,.034,.025,.027,0.028,.029,.027,.025,.03,.032,.036,.043,.038,.033,.025,.018,.031,.033,.027,.023,.025,.03,.038,.041,.043,.041,.032,.03,.04,.043,.039,.032,.036,.044,.047,.048,.05,.039,.037,.03,.035,.039,.035,.033,0.0339,.0381,.0468,.0484,.0476,.0451,.0314,.0336,.0376,.0389,.0352,.0371,
완도,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.04,0.048,.046,0.058,.038,.025,.028,0.026,.029,.028,.024,.028,.03,.031,.036,.034,.031,.023,.016,.03,.031,.026,.024,.025,.031,.033,.039,.038,.036,.025,.028,.032,.033,.034,.029,.031,.037,.039,.041,.043,.031,.03,.023,.029,.034,.032,.026,0.0269,.029,.0361,.0383,.0318,.0312,.0205,.0261,.0293,.0346,0.0297*,0.0316**,
함평,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.036,0.042,.041,0.052,.044,.033,.028,0.024,.023,.022,.02,.022,.023,.028,.037,.033,.03,.025,.016,.026,.024,.02,.015,.016,.028,.039,.049,.051,.049,.033,.031,.03,.03,.027,.024,.027,.037,.039,.046,.053,.041,.036,.028,.035,.032,.026,.024,0.0295,.0366,.0467,.0463,.0463,.0487,.0333,.0353,.0379,.0324,.0295,.026,
고흥,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,.033,0.039,.029,.022,.026,0.024,.024,.023,.02,.024,.03,.032,.04,.039,.041,.043,.035,.048,.059,.057,.022,.019,.028,.033,.044,.042,.041,.028,.029,.031,.027,.027,.022,.026,.037,.037,.039,.05,.035,.033,.026,.03,.031,.027,0.023*,0.0263,.0291,.0396,.047,.0416,.042,.0261,.0291,.0307,.033,.0311,.0266,
신안,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,.052,0.066,.049,.038,.042,0.042,.044,.039,.035,.036,.042,.049,.057,.053,.05,.04,.027,.046,.047,.038,.036,.036,.042,.049,.054,.053,.052,.031,.028,.036,.042,.041,.035,.037,.045,.045,.05,.058,.043,.04,.035,.043,.041,.04,.033,0.0361,.0396,.049,.0502,.0481,.0459,.0331,.0388,.0425,.0429,.0369,.0359,
무안,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,.038,0.049,.04,.029,.035,0.03,.03,.026,.024,.028,.032,.039,.048,.047,.045,.034,.022,.035,.034,.027,.023,.026,.035,.042,.048,.049,.048,.032,.033,.036,.031,.029,.024,.027,.038,.04,.043,.049,.04,.037,.028,.035,.033,.027,.023,0.0268,.0324,.042,.0444,.0426,.0443,.0295,.0326,.0346,.0316,.0296,.0261,
강진,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.047,.034,.036,0.034,.035,.03,.027,.033,.037,.041,.055,.051,.048,0.031*,.025,.041,.041,0.036*,.024,.027,.039,.047,.054,.052,.049,.035,.034,.038,.037,.033,.029,.034,.043,.042,.045,.052,.039,.038,.029,0.027**,,0.028*,.029,0.0298,.0363,.0453,.0448,.047,.0482,.0297,.0331,.0349,.037,.0323,.0302,
곡성,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,.026,.022,.018,.021,.032,.034,.042,.04,.037,.023,.019,.026,.025,.02,.038,.035,.031,.04,.049,.05,.048,.029,.029,.03,.029,.027,.027,.026,.034,.037,.046,.05,.039,.031,.022,.025,.027,.023,.02,0.0229,.0258,.0384,.0404,.0406,.0438,.0261,.0279,.0253,.0264,.0248,.0248,
구례,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.025,.022,0.021,.02,.02,.018,.023,.033,.036,.044,.039,.039,.026,.018,.023,.026,.022,.022,.022,.026,.032,.038,.038,.038,.022,.023,.024,.022,.022,.022,.025,.033,.03,.033,.037,.029,.025,.016,.019,.021,.018,.02,0.0217,.0228,.0302,.0304,.0299,.0318,.0186,.0199,.0174,.0214,.0209,.0208,
보성,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,.027,.025,.024,.029,.031,.033,.043,.035,.032,.021,.014,.024,.029,.023,.023,.025,.035,.034,.037,.031,.031,.023,.023,.029,.026,.026,.027,.031,.038,.037,.037,.043,.031,.028,.019,.024,.026,.022,.024,0.0242,.0278,.0342,.0364,.035,.0369,.0216,.0252,.0257,.0279,.0244,.0244,
도평균,월평균,,.022,0.029,0.034,0.041,0.047,0.038,0.029,0.028,0.032,0.028,.023,.021,0.022,0.029,.033,.037,0.04,0.033,.025,0.026,.036,.035,.023,.02,.025,.032,.035,.04,.047,.037,.026,.034,.029,.025,.022,.02,.016,0.029,0.019,0.041,0.041,0.039,.028,.032,.037,.029,.025,.023,.025,.03,.036,.038,.039,.039,0.021,.024,.028,.027,.02,.02,.025,.031,0.041,.04,0.051,.043,.031,.031,0.028,.029,.025,.022,.025,.031,.035,.043,.041,.039,.03,.023,.034,.033,.027,.024,.025,.032,.038,.045,.044,.043,.03,.03,.034,.032,.029,.025,.028,.038,.039,.043,.051,.037,.035,.028,.032,.033,.029,.026,0.0273,.0312,.041,.043,.042,.0434,.0273,.0314,.032,.0342,.0296,.0277,
영덕,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031**,.031,.037,.04,.049,.044,.046,.031,.025,.033,.038,.033,0.035*,.032,.038,.039,.047,.045,.041,.03,.033,.032,.033,.035,.031,.033,.04,.044,.049,.057,.041,.031,.029,.033,.032,.036,.033,0.0347,.039,.0478,.0454,.0478,.0496,.0339,.0319,.033,.0389,.0385,.0366,
영천,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.025,.029,0.04,.041,0.052,.046,.033,.034,0.027,.027,.02,.019,.023,.034,.035,.045,.043,.051,.033,.028,.032,.03,.021,.023,.025,.031,.033,.045,.042,.046,.031,.032,.03,.027,.022,.021,.025,.032,.036,.043,.054,.041,.033,.03,.028,.026,.022,.023,0.024,.0272,.0378,.0424,.0435,.0467,.0319,.0291,.0283,.027,.0257,.0239,
의성,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025**,.027,.035,.047,.043,.049,.029,.022,.029,.027,.018,.014,.021,.03,.035,.044,.038,.04,.026,.027,.025,.022,.019,.018,.022,.035,.037,.045,.055,.043,.035,.026,.026,.025,.023,.021,0.0218,.0271,.0379,.0389,.0439,.0446,.0283,.0269,.0267,.0255,.0252,.023,
울릉도,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041**,.042,0.037,.039,.039,.037,.038,.043,.048,.056,.053,.051,.037,.036,.045,.044,.04,.039,.042,.049,.051,.054,.055,.05,.032,.041,.042,.043,.042,.038,.04,.047,.053,.059,.067,.045,.035,.04,.037,.04,.043,.038,0.0411,.047,.0565,.0566,.0604,.0539,.0405,.0307,.0369,.0431,.042,.0381,
포항,월평균,,.022,0.025,0.033,0.041,0.048,0.037,0.03,0.027,0.023,0.022,.019,0.023*,0.021,0.026,.034,.038,0.043,0.037,.029,0.034,.03,.031,.022,0.021*,.026,.031,.035,.042,.047,.039,.029,.034,.029,.025,0.023*,.023,.016,0.035,0.015,0.05,0.053,0.045,.034,0.023*,.033,.03,.028,.025,.027,.033,.042,.049,.047,.048,0.032,.026,.033,.03,.025,.022,.028,.032,0.042,.04,0.053,.043,.033,.033,0.03,.031,.027,.023,.027,.032,.037,.047,.043,.045,.03,.026,.034,.034,.027,.027,.027,.034,.037,.043,.042,.041,.029,.031,.032,.029,.028,.024,.028,.034,.036,.041,.049,.034,.031,.03,.031,.03,.029,.026,0.0277,.0287,.0375,.0391,.0409,.0427,.0293,.0289,.0322,.036,.033,.0298,
구미,월평균,,.017,0.024,0.033,0.042,0.048,0.041,0.036,0.027,0.026,0.02,.016,.019,0.019,0.026,.033,0.04*,0.053,0.051,.033,0.036,.032,.03,.02,.016,.021,.03,.036,.04,.046,.04,.028,0.038*,.029,.023,.019,.019,.023,0.032,0.023,0.048,0.055,0.056,.028,.025,.028,.019,.018,.017,.02,.025,.033,.042,.04,.046,0.03,.032,.028,.024,.016,.018,.022,.028,0.039,.041,0.055,.048,.033,.031,0.027,.025,.021,.018,.022,.026,.035,.045,.044,.05,.033,.026,.031,0.029*,0.019*,.018,.021,.028,.034,.044,.04,.043,.028,.027,.025,.023,.021,.019,.021,.032,.034,.044,.054,.04,.036,.026,.026,.026,.021,.019,0.02,.0252,.0393,.0422,.0458,.047,.03,.0283,.0262,.0262,.0236,.0211,
김천,월평균,,.019,0.024,0.035,0.046,0.049,0.042,0.033,0.027,0.026,0.019,.017,.019,0.02,0.029,.034,.037,0.052,0.048,.026,0.029,.028,.029,.017,.022,.031,.028,.032,.042,.05,.042,.03,.037,.024,.019,.016,.015,.011,0.028,0.019,0.043,0.048,0.05,.023,.023,0.028**,0.021**,.021,.02,.024,.033,.039,.049,.046,.048,0.027,.03,.028,.027,.021,.021,.028,0.033*,0.045,.044,0.057,.048,.029,.031,0.029,.028,.023,.02,.024,.029,.036,.049,.047,.049,.029,.02,.029,.03,.024,.025,.024,.03,.034,0.045*,.04,.047,.033,.028,.026,.025,.024,.022,.025,.037,.034,.046,.055,.04,.037,.03,.032,.026,.022,.024,0.0234,.0281,.0416,.0447,.0441,.0474,.0321,.0345,.0295,.0323,.0279,.0246,
경주,월평균,,.019,0.023,0.029,0.036,0.045,0.038,0.029,0.025,0.021,0.021,.016,.02,0.02,0.023,.027,.031,0.039,0.034,.025,0.027,.024,.022,.018,.016,.021,.028,.031,.034,.044,.037,.024,.028,.026,.019,.018,.014,.018,0.027,0.015,0.037,0.035,0.044,.033,.028,.032,.026,.021,.019,.02,.025,.034,.041,.041,.042,0.029,.02,.027,.022,.014,.016,.021,.023,0.034,.033,0.047,0.037**,.031,.03,0.026,.026,.022,.019,.023,.029,.034,.043,.041,.045,.029,.026,.032,.029,.023,.025,.025,.032,.033,.041,.04,.042,.03,.034,.03,.025,.024,.024,.026,.035,.037,.041,.051,.038,.036,.031,.028,.026,.025,.025,0.0261,.0282,.0375,.0396,.0408,.0424,.0336,.0296,.0291,.0284,.0278,.0258,
안동,월평균,,.014,0.022,0.03,0.041,0.047,0.041,0.035,0.027,0.024,0.02,.015,0.009**,0.011,0.023,.031,.036,0.045,0.043,.03,0.027,.029,.027,.018,.012,.014,.021,.028,.04,.04,.041,.029,.032,.026,.021,.017,.011,.018,0.023,0.018,0.043,0.049,0.051,.027,.023,.027,.021,.016,.014,.017,.025,.033,.041,.04,.045,0.027,.027,.027,.021,0.014**,,,0.030*,0.04,.041,0.056,.047,.034,.034,0.028,.025,.019,.017,.021,.027,.038,.048,.046,.051,.032,.023,.031,.027,.02,.02,.024,.032,.039,.049,.042,.046,.03,.031,.029,.024,.023,.021,.022,.034,.037,.045,.055,.041,.033,.026,.028,.026,.025,.024,0.0233,.0288,.0412,.0435,.0485,.0491,.0274,.0269,.0276,.0261,.0243,.0219,
영주,월평균,,.017,0.024,0.033,0.044,0.052,0.042,0.036,0.027,0.024,0.019,.015,.018,0.016,0.025,0.034*,.041,0.053,0.049,.033,0.029,.028,.027,.016,.013,.018,.026,.032,.043,.048,.046,.028,.034,.025,.019,.016,.013,.022,0.026,0.02,0.046,0.052,0.051,.028,.023,.027,.02,.018,.017,.019,.026,.035,.045,.044,.047,0.028,.026,.027,.021,.014,.015,.018,.026,0.039,.04,0.054,.043,.029,.027,0.024,.021,.017,0.018*,0.021**,.027,.036,.045,.04,.043,.025,.018,.025,.023,.019,.019,.021,.026,.028,.045,.04,.043,.025,.024,.024,.021,.022,.021,.022,.035,.037,.046,.054,.039,.026,.024,.025,.021,.021,.021,0.0222,.0294,.0421,.0435,.0443,.0463,.0282,.0267,.03,.0265,.025,.0235,
경산,월평균,,.014,0.023,0.028,0.038,0.046,0.038,0.041,0.03,0.026,0.019,.013,.015,0.014,0.021,.028,.035,0.047,0.041,.029,0.029,.024,.022,.015,.012,.014,.02,.026,.035,.042,.033,.028,.036,.025,.014,.01,.009,.02,0.021,0.016,0.042,0.045,0.048,.03,.026,.029,.02,.015,.014,.016,.021,.031,.039,.04,.042,0.031,.027,.029,.022,.013,.014,.017,.021,0.034,.038,0.051,.045,.036,.031,0.025,.021,.016,.012,.017,.024,.034,.043,.042,.047,.029,.027,.031,.026,.018,.018,.021,.026,.032,.043,.043,.046,.034,.034,.031,.027,.023,.02,.023,.033,.037,.044,0.057*,.041,.034,.029,.029,.025,.021,.019,0.0202,.0246,.0387,.043,.0446,.0458,.033,.0311,.0289,.0271,.0236,.0218,
상주,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023**,.025,.031,.038,.043,.045,.048,0.035,.036,.03,.025,.015,.018,.025,.031,0.043,.044,0.061,.049,.032,.032,0.026,.025,.021,.019,.024,.031,.038,.052,.047,.052,.031,.028,.033,.043,.026,.024,.028,.038,.053,.056,.05,.063,.059,.042,.024,.024,.025,.022,.025,.036,.035,.047,.059,.044,.038,.028,.026,.025,.022,.025,0.0245,.0304,.0409,.0423,.0455,.0491,.0341,.0353,.0285,.031,.0269,.0249,
칠곡,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023**,.021,.027,.033,.042,.041,.046,0.025,.029,.025,.021,.014,.018,.022,.027,0.037,.038,0.049,.045,.03,.031,0.024,.023,.018,.018,.021,.026,.032,.043,.042,.047,.031,.027,.029,.026,.02,.02,.022,.029,.033,.04,.037,.043,.031,.031,.025,.024,.021,.019,.022,.032,.033,.041,.048,.038,.033,.024,.025,.026,.02,.019,0.0201,.024,.0347,.0394,.0398,.0441,.035,.0285,.0257,.0242,.0228,.0197,
울진,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040*,0.048,.047,0.057,.047,.037,.034,0.03,.031,.029,.028,.028,.033,.038,.045,.048,.052,.032,.029,.038,.036,.032,.029,.029,.041,.044,.049,.048,.046,.032,.037,.035,.034,.034,.03,.031,.041,.043,.053,.059,.043,.032,.035,.033,.031,.033,.031,0.0334,.0366,.0458,.0473,.0496,.0514,.0383,.0338,.0353,.0365,.0362,.0335,
봉화,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,.04,.029,.024,0.024,.026,.026,.025,0.033**,.032,.041,.041,.039,.043,.025,.024,.031,.027,.024,.024,.026,.042,.034,.038,.035,.035,.025,.025,.024,.022,.024,.022,.022,.031,.035,.039,.048,.036,.025,.024,.023,.023,0.025*,.022,0.0234,.0306,.0389,.0405,.0401,.0401,.0278,.0245,.0261,.0255,.0263,.0257,
고령,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.028,.024,.023,.025,.031,.038,.045,.041,.046,.029,.022,.031,.029,.025,.025,.028,.036,.038,.045,.041,.043,.029,.028,.028,.026,.027,.025,.028,.037,.038,.042,.051,.038,.029,.021,.026,.027,.028,.024,0.0256,.0308,.0414,.0412,.0408,.0385,.0243,.0243,.0233,.025,.0268,.0278,
군위,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025**,.03,.036,.046,.044,.049,.033,.026,.031,.03,.024,.024,.027,.033,.035,.047,.04,.042,.028,.028,.026,.024,.023,.022,.025,.037,.036,.041,.048,.036,.031,.023,.024,.025,.025,.023,0.0228,.0289,.0421,.042,.0424,.0429,,,,,,,
성주,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.031,.04,.04,.042,.028,.022,.026,.024,.018,.017,.019,.025,.032,.041,.039,.042,.03,.029,.026,.023,.019,.017,.018,.027,.03,.037,.044,.036,.033,.023,.023,.022,.018,.016,0.0155,.02,.0319,.0355,.0362,.0376,.029,.0281,.0241,.0228,.0212,.0181,
예천,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.037,.05,.048,.053,.04,.03,.038,.035,.029,.028,.03,.042,.046,.056,.049,.052,.036,.033,.032,0.028**,.03,.028,.03,.042,.043,.053,.063,.047,.039,.032,.03,.029,.027,.026,0.027,.0348,.0469,.0478,.0492,.0526,.0329,.031,.0309,.03,.029,.0278,
청도,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.022,.027,.033,.044,.049,.033,.04,.035,.031,.024,.023,.027,.033,.038,.045,.042,.045,.032,.034,.031,.025,.024,.022,.026,.036,.039,.041,.051,.04,.034,.029,.029,.027,.025,.023,0.0245,.0296,.0394,.0423,.0361,.0416,.028,.0264,.0267,.0266,.0269,.0246,
청송,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040**,.048,.044,.049,.031,.022,.031,.03,.026,.027,.03,.037,.039,.048,.04,.042,.026,.029,0.028*,.03,.032,.029,.033,.039,.039,.045,.052,.04,.033,.028,.027,.024,.023,.025,0.0242,.0301,.0385,.0388,.0385,.0372,.0225,.0234,.0237,.023,.0268,.0259,
영양,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.042,.049,.045,.049,.031,.025,.036,.033,.027,.025,.03,.038,.042,.047,.041,.042,.027,.032,.032,.027,.028,.026,.027,.038,.041,.045,.053,.041,.031,.027,.028,.026,.026,.026,0.0254,.032,.0413,.0438,.0422,.0414,.0287,.0261,.029,.0263,.028,.027,
